title,location,posted_date,job_id,source,first_seen_date,last_seen_date,semantic_similarity,url,description_short
"Sr. Manager, Applied Science, Prime Video Personalization & Discovery","US, WA, Seattle",2026-06-02,10438874,amazon_science,2026-06-04,2026-06-11,0.4208,https://www.amazon.jobs/jobs/10438874/sr-manager-applied-science-prime-video-personalization--discovery-?cmpid=bsp-amazon-science,"Sr. Manager, Applied Science, Prime Video Personalization & Discovery US, WA, Seattle Job ID: 10438874 Posted June 2, 2026 (Updated 6 days ago) Prime Video is a first-stop entertainment destination offering customers a vast collection of premium programming in one app available across thousands of devices. Prime members can customize their viewing experience and find their favorite movies, series, documentaries, and live sports – including Amazon MGM Studios-produced series and movies; licensed fan favorites; and programming from Prime Video add-on subscriptions such as Apple TV+, Max, Crunchyroll and MGM+. All customers, regardless of whether they have a Prime membership or not, can rent or buy titles via the Prime Video Store, and can enjoy even more content for free with ads. Key job responsibilities As the Sr. Manager, Applied Science in the Prime Video Personalization and Discovery organization, you will be responsible for optimizing the complete customer experience, across the touch points throughout customers’ discovery journey. This includes building AI and optimization solutions, working with the business, product, engineering teams to deliver the optimal balance of customer delight and business outcomes. Responsibilities include direct management of senior engineers and scientists, setting vision and long-range technical strategy, product definition, roadmap planning, driving cross-functional execution, developing and maintaining experimentation and production services, owning ML and engineering excellence quality bar, and customer and stakeholder communication. Additionally, as our organization is growing, hiring top-notch engineers and scientists will be a key focus. About the team Prime Video Personalization and Discovery (PVPD) is dedicated to creating a highly personalized content discovery experience that not only delights our customers but also drives both short-and long-term business goals. Our scope includes personalized recommendations, search, marketing, and the advanced machine learning technology and infrastructure that underpins these experiences. Our mission is to automate and enhance customer engagement through personalization, using ML and Generative AI. To drive these efforts, Prime Video is seeking a visionary science leader to spearhead our investments in machine learning (ML) and artificial intelligence (AI) to reimagine the next-generation search experience on Prime Video. You will oversee a large team delivering against our ML strategy, overseeing the design of our ML stack, and ensuring the quality of our models. Your success in this role will depend on your deep expertise in search, personalization, discovery, AI/ML, Generative AI, and your passion for entertainment. This is a unique opportunity to influence the future of television for billions of viewers worldwide. As a center of excellence in machine learning, we are committed to leading the way in adopting and advancing cutting-edge technologies. We publish our research internally and externally, and this role will place you at the forefront of applying Generative AI at scale, using Amazon’s rich datasets. You will have a direct impact on shaping the future of entertainment, driving massive customer experience improvements, and achieving critical business KPIs."
"Applied Scientist, AWS Automated Reasoning","US, WA, Seattle",2026-06-02,10438373,amazon_science,2026-06-04,2026-06-11,0.521,https://www.amazon.jobs/jobs/10438373/-applied-scientist-aws-automated-reasoning?cmpid=bsp-amazon-science,"Applied Scientist, AWS Automated Reasoning US, WA, Seattle Job ID: 10438373 Posted June 2, 2026 (Updated 5 days ago) Applied Scientists in AWS Automated Reasoning are dedicated to making AWS the best computing service in the world for customers who require advanced and rigorous solutions for automated reasoning, privacy, and sovereignty. Key job responsibilities The successful candidate will: - Solve large or significantly complex problems that require deep knowledge and understanding of your domain and scientific innovation. - Own strategic problem solving, and take the lead on the design, implementation, and delivery for solutions that have a long-term quantifiable impact. - Provide cross-organizational technical influence, increasing productivity and effectiveness by sharing your deep knowledge and experience. - Develop strategic plans to identify fundamentally new solutions for business problems. - Assist in the career development of others, actively mentoring individuals and the community on advanced technical issues. A day in the life This is a unique and rare opportunity to get in early on a fast-growing segment of AWS and help shape the technology, product and the business. You will have a chance to utilize your deep technical experience within a fast moving, start-up environment and make a large business and customer impact. About the team Diverse Experiences Amazon Automated Reasoning values diverse experiences. Even if you do not meet all of the qualifications and skills listed in the job description, we encourage candidates to apply. If your career is just starting, hasn't followed a traditional path, or includes alternative experiences, don't let it stop you from applying. Why Amazon Automated Reasoning? At Amazon, automated reasoning is central to maintaining customer trust and delivering delightful customer experiences. Our organization is responsible for creating and maintaining a high bar for automated reasoning across all of Amazon's products and services. We offer talented automated reasoning professionals the chance to accelerate their careers with opportunities to build experience in a wide variety of areas including cloud, devices, retail, entertainment, healthcare, operations, and physical stores. Inclusive Team Culture In Amazon Automated Reasoning, it's in our nature to learn and be curious. Ongoing DEI events and learning experiences inspire us to continue learning and to embrace our uniqueness. Addressing the toughest automated reasoning challenges requires that we seek out and celebrate a diversity of ideas, perspectives, and voices. Training & Career Growth We're continuously raising our performance bar as we strive to become Earth's Best Employer. That's why you'll find endless knowledge-sharing, training, and other career-advancing resources here to help you develop into a better-rounded professional. Work/Life Balance We value work-life harmony. Achieving success at work should never come at the expense of sacrifices at home, which is why flexible work hours and arrangements are part of our culture. When we feel supported in the workplace and at home, there's nothing we can't achieve."
"Sr. Applied Scientist, AWS Automated Reasoning","US, WA, Seattle",2026-06-02,10439398,amazon_science,2026-06-04,2026-06-11,0.5416,https://www.amazon.jobs/jobs/10439398/sr-applied-scientist-aws-automated-reasoning?cmpid=bsp-amazon-science,"Sr. Applied Scientist, AWS Automated Reasoning US, WA, Seattle Job ID: 10439398 Posted June 2, 2026 (Updated 5 days ago) Applied Scientists in AWS Automated Reasoning are dedicated to making AWS the best computing service in the world for customers who require advanced and rigorous solutions for automated reasoning, privacy, and sovereignty. Key job responsibilities The successful candidate will: - Solve large or significantly complex problems that require deep knowledge and understanding of your domain and scientific innovation. - Own strategic problem solving, and take the lead on the design, implementation, and delivery for solutions that have a long-term quantifiable impact. - Provide cross-organizational technical influence, increasing productivity and effectiveness by sharing your deep knowledge and experience. - Develop strategic plans to identify fundamentally new solutions for business problems. - Assist in the career development of others, actively mentoring individuals and the community on advanced technical issues. A day in the life This is a unique and rare opportunity to get in early on a fast-growing segment of AWS and help shape the technology, product and the business. You will have a chance to utilize your deep technical experience within a fast moving, start-up environment and make a large business and customer impact. About the team Diverse Experiences Amazon Automated Reasoning values diverse experiences. Even if you do not meet all of the qualifications and skills listed in the job description, we encourage candidates to apply. If your career is just starting, hasn't followed a traditional path, or includes alternative experiences, don't let it stop you from applying. Why Amazon Automated Reasoning? At Amazon, automated reasoning is central to maintaining customer trust and delivering delightful customer experiences. Our organization is responsible for creating and maintaining a high bar for automated reasoning across all of Amazon's products and services. We offer talented automated reasoning professionals the chance to accelerate their careers with opportunities to build experience in a wide variety of areas including cloud, devices, retail, entertainment, healthcare, operations, and physical stores. Inclusive Team Culture In Amazon Automated Reasoning, it's in our nature to learn and be curious. Ongoing DEI events and learning experiences inspire us to continue learning and to embrace our uniqueness. Addressing the toughest automated reasoning challenges requires that we seek out and celebrate a diversity of ideas, perspectives, and voices. Training & Career Growth We're continuously raising our performance bar as we strive to become Earth's Best Employer. That's why you'll find endless knowledge-sharing, training, and other career-advancing resources here to help you develop into a better-rounded professional. Work/Life Balance We value work-life harmony. Achieving success at work should never come at the expense of sacrifices at home, which is why flexible work hours and arrangements are part of our culture. When we feel supported in the workplace and at home, there's nothing we can't achieve."
"Applied Scientist, AWS Automated Reasoning","US, MA, Boston",2026-06-02,10439446,amazon_science,2026-06-04,2026-06-11,0.5244,https://www.amazon.jobs/jobs/10439446/applied-scientist-aws-automated-reasoning?cmpid=bsp-amazon-science,"Applied Scientist, AWS Automated Reasoning US, MA, Boston Job ID: 10439446 Posted June 2, 2026 (Updated 5 days ago) Applied Scientists in AWS Automated Reasoning are dedicated to making AWS the best computing service in the world for customers who require advanced and rigorous solutions for automated reasoning, privacy, and sovereignty. Key job responsibilities The successful candidate will: - Solve large or significantly complex problems that require deep knowledge and understanding of your domain and scientific innovation. - Own strategic problem solving, and take the lead on the design, implementation, and delivery for solutions that have a long-term quantifiable impact. - Provide cross-organizational technical influence, increasing productivity and effectiveness by sharing your deep knowledge and experience. - Develop strategic plans to identify fundamentally new solutions for business problems. - Assist in the career development of others, actively mentoring individuals and the community on advanced technical issues. A day in the life This is a unique and rare opportunity to get in early on a fast-growing segment of AWS and help shape the technology, product and the business. You will have a chance to utilize your deep technical experience within a fast moving, start-up environment and make a large business and customer impact. About the team Diverse Experiences Amazon Automated Reasoning values diverse experiences. Even if you do not meet all of the qualifications and skills listed in the job description, we encourage candidates to apply. If your career is just starting, hasn't followed a traditional path, or includes alternative experiences, don't let it stop you from applying. Why Amazon Automated Reasoning? At Amazon, automated reasoning is central to maintaining customer trust and delivering delightful customer experiences. Our organization is responsible for creating and maintaining a high bar for automated reasoning across all of Amazon's products and services. We offer talented automated reasoning professionals the chance to accelerate their careers with opportunities to build experience in a wide variety of areas including cloud, devices, retail, entertainment, healthcare, operations, and physical stores. Inclusive Team Culture In Amazon Automated Reasoning, it's in our nature to learn and be curious. Ongoing DEI events and learning experiences inspire us to continue learning and to embrace our uniqueness. Addressing the toughest automated reasoning challenges requires that we seek out and celebrate a diversity of ideas, perspectives, and voices. Training & Career Growth We're continuously raising our performance bar as we strive to become Earth's Best Employer. That's why you'll find endless knowledge-sharing, training, and other career-advancing resources here to help you develop into a better-rounded professional. Work/Life Balance We value work-life harmony. Achieving success at work should never come at the expense of sacrifices at home, which is why flexible work hours and arrangements are part of our culture. When we feel supported in the workplace and at home, there's nothing we can't achieve."
"Applied Scientist II, Amazon, Amazon","US, WA, Seattle",2026-06-02,10438081,amazon_science,2026-06-03,2026-06-10,0.4622,https://www.amazon.jobs/jobs/10438081/applied-scientist-ii-amazon-amazon?cmpid=bsp-amazon-science,"Applied Scientist II, Amazon, Amazon US, WA, Seattle Job ID: 10438081 Posted June 2, 2026 (Updated 7 days ago) We’re working to improve shopping on Amazon using the conversational capabilities of large language models, and are searching for pioneers who are passionate about technology, innovation, and customer experience, and are ready to make a lasting impact on the industry. You'll be working with talented scientists, engineers, and technical program managers (TPM) to innovate on behalf of our customers. If you're fired up about being part of a dynamic, driven team, then this is your moment to join us on this exciting journey!"
"Sr. Applied Scientist, Amazon Robotics","US, MA, Boston",2026-06-02,10436836,amazon_science,2026-06-03,2026-06-10,0.4465,https://www.amazon.jobs/jobs/10436836/sr-applied-scientist--amazon-robotics?cmpid=bsp-amazon-science,"Sr. Applied Scientist, Amazon Robotics US, MA, Boston Job ID: 10436836 Posted June 2, 2026 (Updated 7 days ago) Are you interested in how to build AI reasoning systems that give provably correct answers? Are you excited by science at the interface of classical AI reasoning and Large Language Models (LLMs)? Would you like to apply your technology to serve operations customers better? Amazon Robotics is looking for a talented Applied Scientist in Neurosymbolic AI. You will innovate on combining language models (LMs) with classical AI reasoning. You will work with a team of scientists and engineers to achieve this. You will publish your results in papers at leading venues in AI. You will be part of a larger team and have the opportunity to work on problems such as: using LMs to generate plans, using AI reasoning to verify plan correctness, learning efficient reasoning strategies, self-improving models. You will work on basic science and on business problems in robotics, automation and fulfillment across our operations. Key job responsibilities In this role you will: • Work closely with other scientists and engineers, and be part of Amazon’s diverse global science community. • Publish your research in top-tier academic venues and hone your presentation skills. • Be inspired by challenges and opportunities to invent new techniques in your area(s) of expertise. A day in the life You'll meet regularly with your technical lead and your team on your ideas, get guidance and feedback, work together on architectures and algorithms, author papers, build AI systems, all with the aim of delivering results for your operations customers. You'll work closely with other scientists to review your plans and results. You'll meet with engineers to implement your ideas at scale. About the team The Veritas team is a science team working at the boundary between language models and classical AI reasoning. We work across on customer problems in fulfillment, automation and robotics. We focus on high quality research science informed by practical problems."
"Applied Scientist , Rufus Experience Science","US, CA, Palo Alto",2026-06-02,10438926,amazon_science,2026-06-04,2026-06-08,0.4493,https://www.amazon.jobs/jobs/10438926/applied-scientist--rufus-experience-science-?cmpid=bsp-amazon-science,"Applied Scientist , Rufus Experience Science US, CA, Palo Alto Job ID: 10438926 Posted June 2, 2026 (Updated 3 days ago) Amazon Rufus Experience Science team is seeking a highly motivated Scientist who is passionate about building next-generation shopping experiences. In this role, you will help create conversational shopping journeys where customers can express any shopping need—discovering products, comparing options, finding inspiration, or resolving post-purchase issues. You will collaborate closely with a multidisciplinary team of scientists, engineers, product managers, and designers to deliver these experiences across multiple Rufus customer-facing features. You will thrive in this role if you enjoy bringing cutting-edge research into everyday life—both for customers and for yourself. There’s nothing quite like realizing that a model you deployed yesterday is already improving your own shopping experience today. You will work side by side with scientists and engineers in a fast-paced environment, driving rapid model development and experimentation. You’ll also have access to Amazon’s rich datasets, AWS’s massive computational resources, and a network of world-class science and engineering leaders across the company. Key job responsibilities Execute the science vision and roadmap. Develop data-driven solutions for the real-world, large scale problems. Deliver and maintain software and models in the production environment. Collaborate cross-functionally between product, design, and engineering."
"Economist, Pricing Science","US, WA, Seattle",2026-06-02,10437797,amazon_science,2026-06-03,2026-06-04,0.2099,https://www.amazon.jobs/jobs/10437797/economist-pricing-science?cmpid=bsp-amazon-science,"Economist, Pricing Science US, WA, Seattle Job ID: 10437797 Posted June 2, 2026 (Updated 1 days ago) Estimating the demand response of a pricing decision is genuinely hard. The causal effects are delayed, noisy, and confounded by factors that standard experiment analysis wasn't designed to handle. Most pricing teams default to heuristics not because they don't care about customer responses, but because measuring them rigorously is an unsolved problem. P2OS is building the science to solve it. We're hiring an Economist to own that work — defining how we estimate digital demand response in a pricing context, building the identification strategies that make those estimates credible, and translating outputs into something pricing teams can use to make better decisions. The role sits at the intersection of econometric methodology and production-quality analysis, and requires someone who can operate independently in both. As science lead, you'll own the digital pricing methodology domain, and be the internal authority on causal inference for pricing across P2OS and partner teams. Key job responsibilities * Own the end-to-end digital pricing methodology for pricing — identification strategy, modeling choices, validation approach, and business use cases — and drive adoption across pricing contexts * Deliver high-stakes analyses connecting digital pricing estimates to a concrete pricing decision and strategy change at VP+ level * Apply advanced causal methods to live pricing problems; document approaches so the team can build on and extend them. * Provide causal inference guidance on pricing experiment questions as they arise — being the methodology resource when experiments generate relevant questions * Serve as cross-team economic advisor to Digital Finance, Customer Behavior, and Demand Science on assumptions and causal identification * Actively mentor junior scientists, earn trust of cross-functional tech and product partners. A day in the life In a typical day, you'll move between methodology work and stakeholder-facing analysis. - On the science side, that means reviewing identification assumptions with the Causal AS, validating estimation choices for the LTV framework, and documenting methodology decisions in ways that non-economists can act on. - On the applied side, you'll be in rooms with Finance, Pricing PMs, and other science teams: aligning on LTV definitions, resolving disagreements between competing metrics, and translating causal findings into recommendations that land in strategy reviews. - As tech lead, you need to work to develop the economists and scientists on your scrum: structured reviews, identification strategy feedback, and raising the quality of analyses before they reach stakeholders. The mix shifts, but the through-line is to progress the LTV methodology from open questions to shipped frameworks, and making sure the team's causal work is rigorous enough to hold up when it counts. About the team P2Optimization Science (P2OS) is responsible for the ML models and analytical frameworks that drive pricing decisions at scale. The team spans demand lift modeling, pricing error detection, customer lifetime value, and experimentation. Our small team of specialized applied scientists and economists works closely alongside engineers, and pricing product managers."
"Applied Scientist, Selling Partner Support Engagement","US, WA, Seattle",2026-06-01,10442992,amazon_science,2026-06-09,2026-06-09,0.508,https://www.amazon.jobs/jobs/10442992/applied-scientist-selling-partner-support-engagement?cmpid=bsp-amazon-science,"Applied Scientist, Selling Partner Support Engagement US, WA, Seattle Job ID: 10442992 Posted June 1, 2026 (Updated 0 days ago) Amazon's Selling Partner Support handles tens of millions of contacts annually worldwide. The Titans Science team is transforming this experience by building AI agents that autonomously resolve seller issues, learn from every interaction, and continuously improve with minimal human intervention. These agents reason, remember, and adapt — from understanding the seller's context and selecting the right solution, to routing contacts optimally, automating resolution end-to-end, and augmenting associates with AI when human judgment is needed. We do this in deep partnership with multiple engineering and product partners. We are looking for an Applied Scientist who wants to work at the intersection of agentic architectures and large-scale production systems. You will be directly connected to the problems sellers face every day, translating real customer pain into science solutions that operate at massive scale. You will frame ambiguous business challenges as tractable ML problems to shipping systems that measurably improve millions of seller interactions. Key job responsibilities - Own end-to-end research and development of RL-based agent improvement systems — from problem formulation through production deployment and impact measurement. - Design novel approaches to preference learning, reward modeling, and policy optimization in the context of conversational agents operating over real-world tools and APIs. - Build and maintain evaluation frameworks that measure agent quality across multiple dimensions: helpfulness, correctness, safety, and alignment with operational standards. - Collaborate with a team of scientists that work on forefront of Natural Language Understanding, Optimization, Machine Learning and Statistics - Partner with 10+ engineering teams to deploy models into production systems serving sellers worldwide. - Publish research at top venues (NeurIPS, ICML, EMNLP, AMLC) — the complexity of our problems produces publishable work, and we actively support it. A day in the life You read the latest research papers and implement novel techniques by building rapid prototypes using AI-assisted coding tools, then taking what works from prototype to production. You collaborate closely product managers and engineering teams to translate seller pain points into deployed science solutions. You work closely under mentorship of senior scientists to accelerate delivery of agentic solutions from development to evaluation. Finally, you attend meetings with other Amazonians to stay connected to the seller experience by understanding the real problems sellers face so your models solve what actually matters. About the team Titans Science is a growing team of scientists building the AI that powers Amazon's seller support experience. We operate in across capabilities such as Agentic Systems, Knowledge Retrieval & Query Understanding, and Content Intelligence & Automation, each owning distinct problem spaces but sharing evaluation infrastructure and research insights. We work backwards from business problems, deeply understanding the problem space and domain, defining gold-standard datasets, success metrics, and guardrails. This lets us run parallel experiments, compare approaches rigorously, and ship the best Science models to production. We publish at internal conferences and external venues, and we actively invest in research that compounds over multiple product cycles. The team sits in Seattle/Vancouver and operates with high autonomy. Scientists own their domains end-to-end, from problem framing through production deployment. We value speed over perfection, scientific rigor over polish, and experimentation over debate. We value diverse experiences. Even if you do not meet all of the preferred qualifications listed above, we encourage you to apply. The team fosters an inclusive learning culture where individual growth is a priority — you will find mentorship, knowledge-sharing, and career-advancing resources here."
"Senior Applied Scientist, Amazon Connect","US, WA, Seattle",2026-06-01,10442887,amazon_science,2026-06-09,2026-06-09,0.446,https://www.amazon.jobs/jobs/10442887/senior-applied-scientist-amazon-connect?cmpid=bsp-amazon-science,"Senior Applied Scientist, Amazon Connect US, WA, Seattle Job ID: 10442887 Posted June 1, 2026 (Updated 0 days ago) As part of the AWS Solutions organization, we have a vision to provide business applications, leveraging Amazon’s unique experience and expertise, that are used by millions of companies worldwide to manage day-to-day operations. We will accomplish this by accelerating our customers’ businesses through delivery of intuitive and differentiated technology solutions that solve enduring business challenges. We blend vision with curiosity and Amazon’s real-world experience to build opinionated, turnkey solutions. Where customers prefer to buy over build, we become their trusted partner with solutions that are no-brainers to buy and easy to use. We are looking for a senior audio applied scientist with experience and expertise in speech and audio signal processing, machine learning, automatic speech recognition, and/or natural language processing to work on state-of-the-art solutions for applications including speech enhancement, voice analytics, and real-time transcription of conversational audio. The ideal candidate has collaborated closely with engineering teams to turn business problems and high level ideas into successful feature launches. Amazon Connect is a highly disruptive cloud-based contact center that enables businesses to deliver engaging, dynamic, and personal customer service experiences. Amazon Connect is the result of the ten years of development that went into building the tools Amazon uses to provide its award winning customer service at massive and launching it as a publicly available service. With Amazon Connect, you can create your own cloud-based contact center and be taking calls in minutes. Our team’s charter as part of the Amazon Connect organization is to think big, re-imagine, innovate, and deliver novel, state-of-the-art solutions to audio and video problems. We are interested in all aspects of audio, video, and media technology, and we leverage the latest machine learning and signal processing techniques to surprise and delight our customers. Our applications include real-time audio/video communications, audio/video scene analysis, anomaly detection, audio/speech/music/image/video processing, enhancement, analysis, synthesis and coding. We have the nimbleness of a small startup but, at the same time, the immense resources of AWS - the world leader in cloud computing - behind us as well. If you want to innovate on the state of the art technology while having a profound and direct impact on the end customer experience, this is the team to be on! About the team Why AWS Amazon Web Services (AWS) is the world’s most comprehensive and broadly adopted cloud platform. We pioneered cloud computing and never stopped innovating — that’s why customers from the most successful startups to Global 500 companies trust our robust suite of products and services to power their businesses. Diverse Experiences Amazon values diverse experiences. Even if you do not meet all of the preferred qualifications and skills listed in the job description, we encourage candidates to apply. If your career is just starting, hasn’t followed a traditional path, or includes alternative experiences, don’t let it stop you from applying. Work/Life Balance We value work-life harmony. Achieving success at work should never come at the expense of sacrifices at home, which is why we strive for flexibility as part of our working culture. When we feel supported in the workplace and at home, there’s nothing we can’t achieve in the cloud."
"Sr Data Scientist, SPX AI Lab, SPX Science","US, WA, Seattle",2026-06-01,10440540,amazon_science,2026-06-05,2026-06-09,0.4547,https://www.amazon.jobs/jobs/10440540/sr-data-scientist-spx-ai-lab-spx-science?cmpid=bsp-amazon-science,"Sr Data Scientist, SPX AI Lab, SPX Science US, WA, Seattle Job ID: 10440540 Posted June 1, 2026 (Updated 3 days ago) Amazon Seller Assistant is our flagship GenAI-first, multi-agent system that reimagines Seller experience. Our vision is to provide each seller with a proactive, autonomous, agentic assistant that understands their business and helps them navigate the complexities of selling by anticipating their needs, surfacing insights, resolving issues, taking actions on their behalf, and helping them grow. Amazon Seller Assistant helps millions of sellers on Amazon serve billions of customers worldwide. We are seeking a world-class Senior Data Scientist to help define and build the next generation of Amazon Seller Assistant. You will partner with top-tier scientist, engineers and product teams to launch production-grade agentic capabilities at Amazon's scale — owning your problem space end-to-end, from a crisp customer insight to a shipped product that millions of sellers rely on. Key job responsibilities • Own the science vision, strategy, and roadmap for a key Seller Assistant capability area. • Define and ship agentic experiences — sub-agent onboarding, tool onboarding, evaluations— that solve hard seller problems at scale. • Partner with scientists and engineers to translate frontier AI research into production-grade features sellers trust and depend on. • Design rigorous evaluation frameworks — automated and human-in-the-loop — to measure agent quality, accuracy, and business impact. • Deep-dive into seller data, identify unmet needs, and write compelling PRFAQs that set the direction for your team. • Drive cross-functional alignment across science, engineering, UX, and business teams to deliver with speed and quality. About the team Amazon Seller Assistant team operates at the very frontier of agentic AI and agentic commerce — not as a research group, but as a team shipping production-grade, multi-agent systems used by millions of sellers worldwide. We move with the urgency of a startup and the resources of the world's most customer-obsessed company, the latest breakthroughs in science and engineering into capabilities that sellers rely on every day."
"Senior Audio Applied Scientist, Edge Technology","US, MA, Cambridge",2026-06-01,10439209,amazon_science,2026-06-04,2026-06-09,0.422,https://www.amazon.jobs/jobs/10439209/senior-audio-applied-scientist-edge-technology?cmpid=bsp-amazon-science,"Senior Audio Applied Scientist, Edge Technology US, MA, Cambridge Job ID: 10439209 Posted June 1, 2026 (Updated 5 days ago) The Devices and Services org at Amazon has been the innovation engine of consumer electronics at Amazon with the industry-leading Kindle e-readers, Fire tablets, Fire TV, Echo, the most popular smart speaker and Alexa, the leading AI assistant. We are looking for Senior Applied Scientist- Audio to join the Edge Technology team. We are responsible for all of the Echo audio features including Spatial audio and Home Theater. Your work will have a large impact on the lives of Echo customers as music listening is the most popular feature. Key job responsibilities In this role, you will: -Be the champion of Echo music processing technology innovation from ideation, proof of concept to productization -Propose new research projects, get buy-in from stakeholders, and lead the team for successful execution -Work closely with an inter-disciplinary product development team including outside partners to bring the prototype algorithm into commercialization -Be a team leader in an open and collaborative environment"
"Senior Applied Scientist, Ad Measurements Science","US, NY, New York",2026-06-01,10437288,amazon_science,2026-06-03,2026-06-09,0.5072,https://www.amazon.jobs/jobs/10437288/senior-applied-scientist-ad-measurements-science-?cmpid=bsp-amazon-science,"Senior Applied Scientist, Ad Measurements Science US, NY, New York Job ID: 10437288 Posted June 1, 2026 (Updated 6 days ago) The Ads Measurement Science team in the Measurement, Ad Tech, and Data Science (MADS) team of Amazon Ads serves a centralized role developing solutions for a multitude of performance measurement products. We create solutions which measure the comprehensive impact of advertiser's ad spend, including sales impacts both online and offline and across timescales, and provide actionable insights that enable our advertisers to optimize their media portfolios. We also own the science solutions for AI tools that unlock new insights and automate high-effort customer workflows, such as custom query and report generation based on natural language user requests. We leverage a host of scientific technologies to accomplish this mission, including Generative AI, classical ML, Causal Inference, Natural Language Processing, and Computer Vision. As a Senior Applied Scientist on the team, you will be at the forefront of innovation, developing measurement solutions end-to-end from inception to production. You will set the technical vision and innovate on behalf of our customers. You will propose, design, analyze, and productionize models to provide novel measurement insights to our customers. You will partner with engineering to deploy these solutions into production. You will work with key stakeholders from various business teams to enable advertisers to act upon those metrics. Key job responsibilities * Lead the development of ad measurement models and solutions that address the full spectrum of an advertiser's investment, focusing on scalable and efficient methodologies. * Collaborate closely with cross-functional teams including engineering, product management, and business teams to define and implement measurement solutions. * Use state-of-the-art scientific technologies including Generative AI, Classical Machine Learning, Causal Inference, Natural Language Processing, and Computer Vision to develop state of the art models that measure the impact of ad spend across multiple platforms and timescales. * Drive experimentation and the continuous improvement of ML models through iterative development, testing, and optimization. * Translate complex scientific challenges into clear and impactful solutions for business stakeholders. * Mentor and guide junior scientists, fostering a collaborative and high-performing team culture. * Foster collaborations between scientists to move faster, with broader impact. * Regularly engage with the broader scientific community with presentations, publications, and patents. A day in the life You will solve real-world problems by getting and analyzing large amounts of data, generate business insights and opportunities, design simulations and experiments, and develop statistical and ML models. The team is driven by business needs, which requires collaboration with other Scientists, Engineers, and Product Managers across the advertising organization. You will prepare written and verbal presentations to share insights to audiences of varying levels of technical sophistication. Team video https://advertising.amazon.com/help/G4LNN5YWHP6SM9TJ About the team We are a team of scientists across Applied, Research, Data Science and Economist disciplines. You will work with colleagues with deep expertise in ML, NLP, CV, Gen AI, and Causal Inference with a diverse range of backgrounds. We partner closely with top-notch engineers, product managers, sales leaders, and other scientists with expertise in the ads industry and on building scalable modeling and software solutions."
"Applied Scientist, Ads Measurement Science","US, NY, New York",2026-06-01,10437287,amazon_science,2026-06-03,2026-06-09,0.5079,https://www.amazon.jobs/jobs/10437287/applied-scientist-ads-measurement-science?cmpid=bsp-amazon-science,"Applied Scientist, Ads Measurement Science US, NY, New York Job ID: 10437287 Posted June 1, 2026 (Updated 6 days ago) The Ads Measurement Science team in the Measurement, Ad Tech, and Data Science (MADS) team of Amazon Ads serves a centralized role developing solutions for a multitude of performance measurement products. We create solutions which measure the comprehensive impact of advertiser's ad spend, including sales impacts both online and offline and across timescales, and provide actionable insights that enable our advertisers to optimize their media portfolios. We also own the science solutions for AI tools that unlock new insights and automate high-effort customer workflows, such as custom query and report generation based on natural language user requests. We leverage a host of scientific technologies to accomplish this mission, including Generative AI, classical ML, Causal Inference, Natural Language Processing, and Computer Vision. As an Applied Scientist on the team, you will lead measurement solutions end-to-end from inception to production. You will propose, design, analyze, and productionize models to provide novel measurement insights to our customers. Key job responsibilities Leverage deep expertise in one or more scientific disciplines to invent solutions to ambiguous ads measurement problems Disambiguate problems to propose clear evaluation frameworks and success criteria Work autonomously and write high quality technical documents Implement a significant portion of critical-path code, and partner with engineers to directly carry solutions into production Partner closely with other scientists to deliver large, multi-faceted technical projects Share and publish works with the broader scientific community through meetings and conferences Communicate clearly to both technical and non-technical audiences Contribute new ideas that shape the direction of the team's work Mentor more junior scientists and participate in the hiring process About the team We are a team of scientists across Applied, Research, Data Science and Economist disciplines. You will work with colleagues with deep expertise in ML, NLP, CV, Gen AI, and Causal Inference with a diverse range of backgrounds. We partner closely with top-notch engineers, product managers, sales leaders, and other scientists with expertise in the ads industry and on building scalable modeling and software solutions."
"Economist I, POE","US, WA, Seattle",2026-06-01,10436338,amazon_science,2026-06-02,2026-06-04,0.3341,https://www.amazon.jobs/jobs/10436338/economist-i-poe?cmpid=bsp-amazon-science,"Economist I, POE US, WA, Seattle Job ID: 10436338 Posted June 1, 2026 (Updated 0 days ago) Economists in this role partner with business stakeholders to distill complex problems into testable economic questions and generate actionable insights. They collaborate with engineers and scientists to estimate models on large-scale data, design pilots, measure impact, and scale successful prototypes into improved policies and programs. They leverage AI tools to scale economic study for broader business impact. They communicate findings to business leaders, incorporate feedback, and deliver customer-centric solutions at scale."
